,date,open,high,low,close,volume,pattern1
0,2012-01-02,7010,7110,7010,7100,21681,P03
1,2012-01-03,7080,7350,7080,7320,49615,P03
2,2012-01-04,7350,7360,7280,7340,12971,M05
3,2012-01-05,7340,7450,7270,7370,11742,K00
4,2012-01-06,7400,7420,7210,7290,22792,M05
5,2012-01-09,7290,7290,7100,7150,21972,M01
6,2012-01-10,7200,7370,7150,7350,26791,P05
7,2012-01-11,7440,7440,7270,7340,12430,M01
8,2012-01-12,7340,7390,7290,7330,12561,M05
9,2012-01-13,7330,7470,7310,7400,20970,P05
10,2012-01-16,7350,7350,7160,7210,18158,M01
11,2012-01-17,7220,7460,7220,7460,42519,P00
12,2012-01-18,7450,7520,7310,7450,24910,K00
13,2012-01-19,7540,7670,7460,7550,38514,K00
14,2012-01-20,7600,7940,7560,7930,63947,P05
15,2012-01-25,7930,8040,7820,7820,38856,M03
16,2012-01-26,7800,7970,7800,7970,23291,P00
17,2012-01-27,8000,8000,7860,7900,21910,M01
18,2012-01-30,8040,8040,7850,8030,24896,M02
19,2012-01-31,7990,8150,7970,8070,34795,P05
20,2012-02-01,8190,8350,8080,8210,47630,K00
21,2012-02-02,8260,8400,8260,8350,47623,P03
22,2012-02-03,8310,8400,8190,8330,23177,K00
23,2012-02-06,8440,8440,8210,8300,24650,M01
24,2012-02-07,8210,8390,8200,8330,26878,P05
25,2012-02-08,8380,8600,8330,8600,34982,P01
26,2012-02-09,8630,8790,8500,8720,43936,P05
27,2012-02-10,8760,9150,8620,8910,107590,P05
28,2012-02-13,8910,9050,8910,8910,25292,K02
29,2012-02-14,8900,8970,8770,8930,36625,K01
30,2012-02-15,8760,9060,8760,9000,27872,P03
31,2012-02-16,9000,9000,8710,8820,51510,M01
32,2012-02-17,8830,9000,8820,8900,27243,P05
33,2012-02-20,8900,8950,8850,8920,36425,K00
34,2012-02-21,8930,9000,8760,8770,47126,M05
35,2012-02-22,8770,8850,8640,8720,65381,M05
36,2012-02-23,8720,8720,8580,8630,34332,M01
37,2012-02-24,8640,8790,8640,8720,38855,P03
38,2012-02-27,8720,8770,8670,8710,27200,M05
39,2012-02-28,8640,8890,8640,8820,20076,P03
40,2012-02-29,8830,9100,8830,9100,66579,P00
41,2012-03-02,9250,9710,9210,9580,104665,P05
42,2012-03-05,9580,9700,9310,9450,45871,M05
43,2012-03-06,9450,9450,9050,9140,37577,M01
44,2012-03-07,8950,9060,8880,8930,44784,M05
45,2012-03-08,8980,9040,8890,8990,23464,K00
46,2012-03-09,8930,9090,8880,8880,23004,M04
47,2012-03-12,8810,8900,8730,8730,32964,M03
48,2012-03-13,8770,8840,8730,8840,27960,P01
49,2012-03-14,9130,9130,8840,8980,17801,M01
50,2012-03-15,8900,9380,8900,9160,98785,P03
51,2012-03-16,9240,9240,8990,9000,45402,M01
52,2012-03-19,9010,9140,8910,9050,30210,K00
53,2012-03-20,9060,9130,8870,8980,20951,M05
54,2012-03-21,8910,8970,8750,8750,28849,M03
55,2012-03-22,8780,8800,8490,8570,29191,M05
56,2012-03-23,8450,8570,8410,8450,23123,K00
57,2012-03-26,8450,8770,8370,8450,17990,K02
58,2012-03-27,8660,8660,8440,8440,20103,M00
59,2012-03-28,8360,8500,8350,8400,17366,K00
60,2012-03-29,8400,8470,8200,8300,28971,M05
61,2012-03-30,8200,8330,8190,8270,42581,P05
62,2012-04-02,8390,8390,8050,8150,27801,M01
63,2012-04-03,8080,8230,8080,8170,20595,P03
64,2012-04-04,8270,8270,7990,8090,17863,M01
